,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,ExposureBiasValue,MaxApertureValue,MeteringMode,ColorSpace,Flash,FocalLength,ExifImageWidth,ExifImageHeight,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,ImageWidth,ImageLength,Make,Model,Orientation,YCbCrPositioning,ExposureTime,XResolution,YResolution,FNumber,ImageUniqueID,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExifOffset,ExposureMode,WhiteBalance,Software,DateTime,current_download_datetime,image_src
0,b'0220',"(1, 20)","(190, 100)",2019:10:20 18:41:48,2019:10:20 18:41:48,"(0, 100)","(185, 100)",3,1,0,"(360, 100)",4128,3096,"(145, 100)",27,0,4128,3096,samsung,SM-A105M,6,1,"(1, 20)","(72, 1)","(72, 1)","(190, 100)",D13LLMA00HM,2,640,2,226,0,0,A105MUBS1ASD2,2019:10:20 18:41:48,2019-11-02 14:12:01.883359,https://trep.oep.org.bo/resul/imgActa/354991.jpg
