,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FlashPixVersion,FocalLength,UserComment,ColorSpace,ComponentsConfiguration,ExifImageWidth,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,Make,Model,Orientation,YCbCrPositioning,ExposureTime,ExifInteroperabilityOffset,XResolution,FNumber,YResolution,ImageUniqueID,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,WhiteBalance,Software,DateTime,FocalLengthIn35mmFilm,SceneCaptureType,ExifOffset,current_download_datetime,image_src
0,b'0220',"(464, 100)","(227, 100)",2019:10:20 18:05:41,2019:10:20 18:05:41,"(78, 100)","(0, 10)","(227, 100)",2,0,b'0100',"(330, 100)",b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,b'\x01\x02\x03\x00',3264,0655,0655,0655,2448,samsung,SM-J260M,6,1,"(1, 25)",736,"(72, 1)","(220, 100)","(72, 1)","A08LLKA00AM A08LLLG02AA
",2,"{0: b'\x02\x02\x00\x00', 1: 'S', 2: ((19, 1), (2, 1), (35, 1)), 3: 'W', 4: ((65, 1), (16, 1), (5, 1)), 5: b'\x00', 6: (2829, 1), 7: ((22, 1), (4, 1), (59, 1)), 29: '2019:10:20'}",200,2,0,0,J260MUBS3ASB6,2019:10:20 18:05:41,31,0,213,2019-11-02 09:43:31.563769,https://trep.oep.org.bo/resul/imgActa/103051.jpg
