,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MeteringMode,LightSource,Flash,FocalLength,ColorSpace,ExifImageWidth,ExifInteroperabilityOffset,SceneCaptureType,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,Model,YCbCrPositioning,Make,SensingMethod,ExposureTime,XResolution,YResolution,FNumber,SceneType,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,FocalLengthIn35mmFilm,ExifOffset,MakerNote,current_download_datetime,image_src
0,b'0220',b'\x01\x02\x03\x00',"(4322, 1000)",2019:10:20 17:58:25,2019:10:20 17:58:25,"(227, 100)","(0, 100)","(0, 10)",2,1,0,"(3460, 1000)",1,3120,745,0,754848,754848,754848,4160,ATU-LX3,1,HUAWEI,0,"(49995535, 1000000000)","(72, 1)","(72, 1)","(220, 100)",b'\x00',0,"{5: (0, 100)}",765,2,0,b'0100',0,ATU-LX3-user 8.0.0 HUAWEIATU-LX3 159(C605) release-keys,2019:10:20 17:58:25,26,242,AF_C,2019-11-02 17:31:18.739895,https://trep.oep.org.bo/resul/imgActa/781281.jpg
