,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,ExposureBiasValue,MaxApertureValue,MeteringMode,ColorSpace,Flash,FocalLength,ExifImageWidth,ExifImageHeight,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,ImageWidth,ImageLength,Make,Model,Orientation,YCbCrPositioning,ExposureTime,XResolution,YResolution,FNumber,ImageUniqueID,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExifOffset,ExposureMode,WhiteBalance,Software,DateTime,current_download_datetime,image_src
0,b'0220',"(1, 25)","(185, 100)",2019:10:20 18:10:56,2019:10:20 18:10:56,"(0, 100)","(185, 100)",2,1,0,"(360, 100)",4128,3096,"(100, 100)",27,0,4128,3096,samsung,SM-A205F,3,1,"(1, 25)","(72, 1)","(72, 1)","(190, 100)",I13LSLJ00MM,2,500,2,226,0,0,A205FXXU2ASH7,2019:10:20 18:10:56,2019-11-02 14:12:16.510087,https://trep.oep.org.bo/resul/imgActa/355161.jpg
