,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,UserComment,ColorSpace,ExifImageWidth,SceneCaptureType,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,ImageLength,Make,Model,Orientation,YCbCrPositioning,ExposureTime,ExifInteroperabilityOffset,XResolution,FNumber,SceneType,YResolution,ImageUniqueID,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,ImageWidth,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,Contrast,Saturation,Sharpness,ExifOffset,MakerNote,current_download_datetime,image_src
0,b'0220',b'\x01\x02\x03\x00',"(384, 100)",2019:10:20 19:38:21,2019:10:20 19:38:21,"(185, 100)","(-242, 100)","(0, 10)","(185, 100)",2,1,"(360, 100)",b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,4128,0,0743,0743,0743,2006,2006,samsung,SM-J600G,6,1,"(1, 100)",944,"(72, 1)","(19, 10)",b'\x01\x00\x00\x00',"(72, 1)","Y13LLLA00NM Y13LLMC01NA
",2,"{0: b'\x02\x02\x00\x00', 1: 'S', 2: ((17, 1), (23, 1), (44, 1)), 3: 'W', 4: ((66, 1), (17, 1), (0, 1)), 5: b'\x00', 6: (2600, 1), 7: ((23, 1), (38, 1), (11, 1)), 29: '2019:10:20'}",64,2,0,b'0100',4128,0,J600GUBS4BSF4,2019:10:20 19:38:21,"(0, 0)",27,0,0,0,238,b'\x07\x00\x01\x00\x07\x00\x04\x00\x00\x000100\x02\x00\x04\x00\x01\x00\x00\x00\x00 \x01\x00\x0c\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00\x10\x00\x05\x00\x01\x00\x00\x00Z\x00\x00\x00@\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00P\x00\x04\x00\x01\x00\x00\x00\x01\x00\x00\x00\x00\x01\x03\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2019-11-02 12:30:51.496743,https://trep.oep.org.bo/resul/imgActa/332471.jpg
