,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,LightSource,Flash,FocalLength,UserComment,ColorSpace,ExifImageWidth,ExifImageHeight,ImageWidth,ImageLength,Make,Model,Orientation,YCbCrPositioning,SensingMethod,ExposureTime,ExifInteroperabilityOffset,XResolution,FNumber,SceneType,YResolution,ImageUniqueID,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,FocalLengthIn35mmFilm,SceneCaptureType,ExifOffset,current_download_datetime,image_src
0,b'0220',b'\x01\x02\x03\x00',"(4643, 1000)",2019:10:20 19:09:51,2019:10:20 19:09:51,"(227, 100)","(77, 100)","(0, 10)","(227, 100)",2,0,0,"(330, 100)",b'ASCII\x00\x00\x00',1,3264,2448,3264,2448,samsung,SM-J410G,6,1,2,"(1, 25)",740,"(72, 1)","(220, 100)",b'\x01',"(72, 1)",L08QLLA01HM L08QLLA01HA,0,{0: b'\x02\x02\x00\x00'},200,2,0,b'0100',0,J410GUBU1ARL1,2019:10:20 19:09:51,31,0,238,2019-11-02 14:25:07.977711,https://trep.oep.org.bo/resul/imgActa/415681.jpg
