,ExifVersion,ColorSpace,ApertureValue,WhiteBalance,DateTimeDigitized,ExifImageWidth,ShutterSpeedValue,MeteringMode,DateTimeOriginal,UserComment,FocalLength,ExifImageHeight,Flash,ExifInteroperabilityOffset,ComponentsConfiguration,Make,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,Model,YCbCrPositioning,Orientation,ExposureTime,XResolution,YResolution,FNumber,ExposureBiasValue,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExifOffset,FlashPixVersion,DateTime,MakerNote,current_download_datetime,image_src
0,b'0220',1,"(240, 100)",0,2019:10:20 18:23:12,3120,"(4310, 1000)",2,2019:10:20 18:23:12,b'019158 02e02d06d451e2981f21040c301d9 46b1c5 44d1b1 40119d 3e6189 3a5175 3a8161 39e14d 38d139 38b125 37f111 37d fd 374 e9 370 d5 368 c1 363 ad 35e 99 35d 85 35c 71 358 5d 356 49 34f 35 3481e3 3491e8 4ff1e3 4a4\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',"(3970, 1000)",3120,0,1122,b'\x01\x02\x03\x00',LG Electronics,225775,225775,225775,LG-H635,1,6,"(1, 20)","(72, 1)","(72, 1)","(240, 100)","(0, 1)","{5: b'\x00', 6: (0, 1000)}",300,2,193,b'0100',2019:10:20 18:23:12,b'\x12\xc9\x00\x00\x19\x18\x00\x00\x00\x11\x00\x00\x01\xe3',2019-11-02 14:08:31.134292,https://trep.oep.org.bo/resul/imgActa/353071.jpg
