,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MeteringMode,LightSource,Flash,FocalLength,ColorSpace,ExifImageWidth,ExifInteroperabilityOffset,SceneCaptureType,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,SubjectDistanceRange,ImageLength,BitsPerSample,SensingMethod,Make,FileSource,ExposureTime,XResolution,YCbCrPositioning,FNumber,SceneType,YResolution,ExposureProgram,GPSInfo,CustomRendered,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,ImageWidth,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,GainControl,Contrast,Saturation,ImageDescription,Sharpness,Model,Orientation,ExifOffset,MakerNote,current_download_datetime,image_src
0,b'0210',b'\x01\x02\x03\x00',"(298973, 10000)",2019:10:20 18:41:56,2019:10:20 18:41:56,"(169, 100)","(0, 1)","(0, 10)",5,1,24,"(3640, 1000)",1,4160,8862,0,735677,735677,735677,3120,0,3120,"(8, 8, 8)",2,HUAWEI,b'\x03',"(33333000, 1000000000)","(72, 1)",1,"(180, 100)",b'\x01',"(72, 1)",2,"{0: b'\x02\x02\x00\x00', 1: 'S', 2: ((17, 1), (20, 1), (31107330, 1000000)), 3: 'W', 4: ((66, 1), (12, 1), (55195312, 1000000)), 5: b'\x01', 6: (0, 100), 7: ((22, 1), (41, 1), (56, 1)), 27: 'GPS', 29: '2019:10:20'}",1,200,2,0,b'0100',4160,0,JKM-LX3 8.2.0.162(C605),2019:10:20 18:41:56,"(100, 100)",26,0,0,0,nor,0,JKM-LX3,0,276,b'####\n\x00\x00\x00\xae\xc83\x01\x00\x02\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb9\x00\x00\x00\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff\xff',2019-11-02 13:43:17.660448,https://trep.oep.org.bo/resul/imgActa/337681.jpg
