,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FlashPixVersion,FocalLength,UserComment,ColorSpace,ComponentsConfiguration,ExifImageWidth,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,ImageLength,Make,Model,Orientation,YCbCrPositioning,ExposureTime,ExifInteroperabilityOffset,XResolution,FNumber,SceneType,YResolution,ImageUniqueID,ExposureProgram,GPSInfo,CustomRendered,ISOSpeedRatings,ResolutionUnit,ExposureMode,ImageWidth,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,Contrast,Saturation,Sharpness,ExifOffset,current_download_datetime,image_src
0,b'0220',"(506, 100)","(153, 100)",2019:10:20 19:03:43,2019:10:20 19:03:43,"(14, 100)","(0, 10)","(227, 100)",2,1,b'0100',"(392, 100)",b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,b'\x01\x02\x03\x00',4608,0150,0150,0150,3456,3456,samsung,SM-A305G,6,1,"(1, 33)",827,"(72, 1)","(170, 100)",b'\x01\x00\x00\x00',"(72, 1)",F16LLLJ00YM,2,"{0: b'\x02\x02\x00\x00', 1: 'S', 2: ((16, 1), (50, 1), (5064960, 100000)), 3: 'W', 4: ((65, 1), (21, 1), (122393, 100000)), 5: b'\x00', 6: (228, 1), 7: ((23, 1), (3, 1), (41, 1)), 27: b'ASCII\x00\x00\x00GPS\x00', 29: '2019:10:20'}",0,250,2,0,4608,0,A305GUBU2ASG1,2019:10:20 19:03:43,"(0, 0)",26,0,0,0,0,237,2019-11-02 13:02:55.760840,https://trep.oep.org.bo/resul/imgActa/350921.jpg
