,ExifVersion,ComponentsConfiguration,CompressedBitsPerPixel,DateTimeOriginal,DateTimeDigitized,ShutterSpeedValue,ApertureValue,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,LightSource,Flash,FocalLength,ColorSpace,ExifImageWidth,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,SubjectDistanceRange,ImageLength,BitsPerSample,SensingMethod,Make,FileSource,ExposureTime,ExifInteroperabilityOffset,XResolution,FNumber,SceneType,YResolution,ExposureProgram,CustomRendered,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,ImageWidth,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,GainControl,Contrast,Saturation,Sharpness,Model,Orientation,ExifOffset,YCbCrPositioning,MakerNote,current_download_datetime,image_src
0,b'0210',b'\x01\x02\x03\x00',"(95, 100)",2019:10:20 19:29:38,2019:10:20 19:29:38,"(298973, 10000)","(227, 100)","(0, 1)","(0, 10)","(227, 100)",5,1,1,"(3810, 1000)",1,4608,743670,743670,743670,3456,0,3456,"(8, 8, 8)",2,HUAWEI,b'\x03',"(20000000, 1000000000)",8474,"(72, 1)","(220, 100)",b'\x01',"(72, 1)",2,1,125,2,0,b'0100',4608,0,ANE-LX3 9.1.0.208(C605E4R1P3),2019:10:20 19:29:38,"(100, 100)",26,0,0,0,0,0,ANE-LX3,0,258,1,b'##**nor\x00',2019-11-02 15:03:34.203418,https://trep.oep.org.bo/resul/imgActa/520101.jpg
