,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MeteringMode,LightSource,Flash,FocalLength,ColorSpace,ExifImageWidth,ExifInteroperabilityOffset,SceneCaptureType,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,Model,YCbCrPositioning,Make,SensingMethod,ExposureTime,XResolution,YResolution,FNumber,SceneType,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,FocalLengthIn35mmFilm,ExifOffset,MakerNote,current_download_datetime,image_src
0,b'0220',b'\x01\x02\x03\x00',"(4322, 1000)",2019:10:20 19:08:15,2019:10:20 19:08:15,"(227, 100)","(0, 100)","(0, 10)",2,1,24,"(3460, 1000)",1,3120,745,0,311296,311296,311296,4160,ATU-LX3,1,HUAWEI,0,"(49995535, 1000000000)","(72, 1)","(72, 1)","(220, 100)",b'\x00',0,"{1: 'S', 2: ((15, 1), (47, 1), (212172, 10000)), 3: 'W', 4: ((69, 1), (2, 1), (167027, 10000)), 5: b'\x00', 6: (0, 1000), 7: ((23, 1), (8, 1), (15, 1)), 27: 'ASCII\x00\x00\x00CELLID', 29: '2019:10:20'}",641,2,0,b'0100',0,ATU-LX3-user 8.0.0 HUAWEIATU-LX3 164(C605) release-keys,2019:10:20 19:08:15,26,242,AF_C,2019-11-02 11:21:16.757503,https://trep.oep.org.bo/resul/imgActa/266851.jpg
