,ExifVersion,ColorSpace,ExifImageWidth,DateTimeOriginal,DateTimeDigitized,ExifImageHeight,ExposureMode,MeteringMode,WhiteBalance,Flash,FocalLength,FocalLengthIn35mmFilm,SceneCaptureType,ImageWidth,ImageLength,Make,Model,Orientation,YCbCrPositioning,ExposureTime,XResolution,YResolution,FNumber,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExifOffset,Software,DateTime,MakerNote,current_download_datetime,image_src
0,b'0220',1,2576,2019:10:20 17:54:19,2019:10:20 17:54:19,1932,0,2,0,0,"(190, 100)",25,0,2576,1932,samsung,SM-G532M,1,1,"(1, 25)","(72, 1)","(72, 1)","(22, 10)",2,100,2,226,G532MUMU1AQH1,2019:10:20 17:54:19,b'\x07\x00\x01\x00\x07\x00\x04\x00\x00\x000100\x02\x00\x04\x00\x01\x00\x00\x00\x00 \x01\x00\x0c\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00\x10\x00\x05\x00\x01\x00\x00\x00Z\x00\x00\x00@\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00P\x00\x04\x00\x01\x00\x00\x00\x01\x00\x00\x00\x00\x01\x03\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2019-11-02 13:57:23.789350,https://trep.oep.org.bo/resul/imgActa/507591.jpg
