,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,ColorSpace,ExifImageWidth,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,ExifImageHeight,ImageWidth,ImageLength,Make,Model,Orientation,YCbCrPositioning,ExposureTime,XResolution,YResolution,FNumber,ImageUniqueID,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExifOffset,ExposureMode,WhiteBalance,Software,DateTime,current_download_datetime,image_src
0,b'0220',"(1, 33)","(153, 100)",2019:10:20 19:44:50,2019:10:20 19:44:50,"(15, 100)","(0, 100)","(153, 100)",2,0,"(392, 100)",1,4608,"(100, 100)",26,0,3456,4608,3456,samsung,SM-A305G,1,1,"(1, 33)","(72, 1)","(72, 1)","(170, 100)",F16LLLJ00CM,2,250,2,226,0,0,A305GUBU2ASG1,2019:10:20 19:44:50,2019-11-02 14:19:43.244548,https://trep.oep.org.bo/resul/imgActa/521211.jpg
