,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FlashPixVersion,FocalLength,UserComment,ColorSpace,ComponentsConfiguration,ExifImageWidth,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,Make,Model,Orientation,YCbCrPositioning,ExposureTime,ExifInteroperabilityOffset,XResolution,FNumber,YResolution,ImageUniqueID,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,WhiteBalance,Software,DateTime,FocalLengthIn35mmFilm,SceneCaptureType,ExifOffset,current_download_datetime,image_src
0,b'0220',"(464, 100)","(227, 100)",2019:10:20 18:54:47,2019:10:20 18:54:47,"(6, 100)","(0, 10)","(227, 100)",2,1,b'0100',"(330, 100)",b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,b'\x01\x02\x03\x00',3264,0941,0941,0941,1836,samsung,SM-J260M,8,1,"(1, 100)",736,"(72, 1)","(220, 100)","(72, 1)","A08LLKA00TM A08LLLI01AA
",2,"{0: b'\x02\x02\x00\x00', 1: 'S', 2: ((10, 1), (49, 1), (33, 1)), 3: 'W', 4: ((65, 1), (21, 1), (15, 1)), 5: b'\x01', 6: (3, 1), 7: ((22, 1), (54, 1), (45, 1)), 29: '2019:10:20'}",80,2,0,0,J260MUBS5ASF3,2019:10:20 18:54:47,31,0,213,2019-11-02 17:43:07.806392,https://trep.oep.org.bo/resul/imgActa/807121.jpg
