,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MeteringMode,LightSource,Flash,FocalLength,ColorSpace,ExifImageWidth,ExifInteroperabilityOffset,SceneCaptureType,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,SubjectDistanceRange,ImageLength,BitsPerSample,SensingMethod,Make,FileSource,ExposureTime,XResolution,YCbCrPositioning,FNumber,SceneType,YResolution,ExposureProgram,CustomRendered,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,ImageWidth,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,GainControl,Contrast,Saturation,ImageDescription,Sharpness,Model,Orientation,ExifOffset,MakerNote,current_download_datetime,image_src
0,b'0210',b'\x01\x02\x03\x00',"(298973, 10000)",2019:10:20 18:16:15,2019:10:20 18:16:15,"(227, 100)","(0, 1)","(0, 10)",5,1,0,"(3830, 1000)",1,2976,8400,0,471052,471052,471052,3968,0,3968,"(8, 8, 8)",2,HUAWEI,b'\x03',"(40000000, 1000000000)","(72, 1)",1,"(220, 100)",b'\x01',"(72, 1)",2,1,400,2,0,b'0100',2976,0,PRA-LX3C605B166,2019:10:20 18:16:15,"(100, 100)",26,0,0,0,nor,0,PRA-LX3,0,256,b'Auto\x00',2019-11-02 12:43:32.138575,https://trep.oep.org.bo/resul/imgActa/302141.jpg
