,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MeteringMode,LightSource,Flash,FocalLength,UserComment,ColorSpace,ExifImageWidth,SceneCaptureType,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,SubjectDistanceRange,ImageLength,BitsPerSample,SensingMethod,Make,FileSource,ExposureTime,ExifInteroperabilityOffset,XResolution,FNumber,SceneType,YResolution,ExposureProgram,CustomRendered,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,ImageWidth,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,GainControl,Contrast,Saturation,Sharpness,DeviceSettingDescription,Model,Orientation,ExifOffset,YCbCrPositioning,MakerNote,current_download_datetime,image_src
0,b'0210',b'\x01\x02\x03\x00',"(50443, 10000)",2019:10:20 18:31:59,2019:10:20 18:31:59,"(200, 100)","(0, 1)","(0, 1000000)",1,1,24,"(3790, 1000)",b'ASCII\x00\x00\x00Hisilicon Balong\x00',1,3104,0,841818,841818,841818,3104,0,3104,"(8, 8, 8)",2,HUAWEI,b'\x03',"(1, 33)",946,"(72, 1)","(200, 100)",b'\x01',"(72, 1)",2,1,510,2,0,b'0100',3104,0,CAM-L23C605B144,2019:10:20 18:31:59,"(100, 100)",27,0,0,0,0,b'ipp\x00',CAM-L23,1,256,1,"b'M[4] [f8,1] [c0,e4]\x00'",2019-11-02 11:09:13.694686,https://trep.oep.org.bo/resul/imgActa/262211.jpg
