,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FlashPixVersion,FocalLength,UserComment,ColorSpace,ComponentsConfiguration,ExifImageWidth,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,ImageLength,Make,Model,Orientation,YCbCrPositioning,ExposureTime,ExifInteroperabilityOffset,XResolution,FNumber,SceneType,YResolution,ImageUniqueID,ExposureProgram,GPSInfo,CustomRendered,ISOSpeedRatings,ResolutionUnit,ExposureMode,ImageWidth,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,Contrast,Saturation,Sharpness,ExifOffset,current_download_datetime,image_src
0,b'0220',"(564, 100)","(185, 100)",2019:10:20 18:18:23,2019:10:20 18:18:23,"(201, 100)","(0, 10)","(185, 100)",2,0,b'0100',"(360, 100)",b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,b'\x01\x02\x03\x00',4128,0808,0808,0808,3096,3096,samsung,SM-A105M,1,1,"(1, 50)",827,"(72, 1)","(190, 100)",b'\x01\x00\x00\x00',"(72, 1)",D13LLMA00HM,2,"{0: b'\x02\x02\x00\x00', 1: 'S', 2: ((13, 1), (15, 1), (4804231, 100000)), 3: 'W', 4: ((64, 1), (37, 1), (1128617, 100000)), 5: b'\x00', 6: (161, 1), 7: ((22, 1), (18, 1), (26, 1)), 27: b'ASCII\x00\x00\x00GPS\x00', 29: '2019:10:20'}",0,125,2,0,4128,0,A105MUBU3ASG2,2019:10:20 18:18:23,"(0, 0)",27,0,0,0,0,237,2019-11-02 18:00:28.605068,https://trep.oep.org.bo/resul/imgActa/812361.jpg
