,ExifVersion,ComponentsConfiguration,CompressedBitsPerPixel,DateTimeOriginal,DateTimeDigitized,ShutterSpeedValue,ApertureValue,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,LightSource,Flash,FocalLength,ColorSpace,ExifImageWidth,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,SubjectDistanceRange,ImageLength,BitsPerSample,SensingMethod,Make,FileSource,ExposureTime,ExifInteroperabilityOffset,XResolution,FNumber,SceneType,YResolution,ExposureProgram,CustomRendered,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,ImageWidth,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,GainControl,Contrast,Saturation,Sharpness,Model,Orientation,ExifOffset,YCbCrPositioning,MakerNote,current_download_datetime,image_src
0,b'0210',b'\x01\x02\x03\x00',"(95, 100)",2019:10:20 18:58:29,2019:10:20 18:58:29,"(298973, 10000)","(169, 100)","(0, 1)","(0, 10)","(169, 100)",5,1,0,"(3620, 1000)",1,3120,477473,477473,477473,4160,0,4160,"(8, 8, 8)",2,HUAWEI,b'\x03',"(50000000, 1000000000)",8906,"(72, 1)","(180, 100)",b'\x01',"(72, 1)",2,1,400,2,0,b'0100',3120,0,POT-LX3 9.1.0.279(C605E8R1P11),2019:10:20 18:58:29,"(100, 100)",26,0,0,0,0,0,POT-LX3,0,260,1,b'##**nor\x00',2019-11-02 12:49:22.366532,https://trep.oep.org.bo/resul/imgActa/322131.jpg
