,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MeteringMode,LightSource,Flash,FocalLength,ColorSpace,ExifImageWidth,ExifInteroperabilityOffset,SceneCaptureType,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,SubjectDistanceRange,ImageLength,BitsPerSample,SensingMethod,Make,FileSource,ExposureTime,XResolution,YCbCrPositioning,FNumber,SceneType,YResolution,ExposureProgram,CustomRendered,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,ImageWidth,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,GainControl,Contrast,Saturation,ImageDescription,Sharpness,Model,Orientation,ExifOffset,MakerNote,current_download_datetime,image_src
0,b'0210',b'\x01\x02\x03\x00',"(298973, 10000)",2019:10:20 18:10:15,2019:10:20 18:10:15,"(227, 100)","(0, 1)","(0, 10)",5,1,0,"(3810, 1000)",1,4608,8408,0,346112,346112,346112,3456,0,3456,"(8, 8, 8)",2,HUAWEI,b'\x03',"(50000000, 1000000000)","(72, 1)",1,"(220, 100)",b'\x01',"(72, 1)",2,1,640,2,0,b'0100',4608,0,RNE-L23 8.0.0.360(C605),2019:10:20 18:10:15,"(100, 100)",27,0,0,0,nor,0,RNE-L23,0,264,b'Auto\x00',2019-11-02 13:33:57.133784,https://trep.oep.org.bo/resul/imgActa/402011.jpg
