,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,LightSource,Flash,FocalLength,ColorSpace,ExifImageWidth,SceneCaptureType,ExifImageHeight,Contrast,Saturation,Sharpness,SubjectDistanceRange,ImageLength,Make,SensingMethod,Model,Orientation,ExposureTime,ExifInteroperabilityOffset,XResolution,FNumber,SceneType,YResolution,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,ImageWidth,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,ExifOffset,YCbCrPositioning,MakerNote,current_download_datetime,image_src
0,b'0220',b'\x01\x02\x03\x00',"(267875, 65536)",2019:10:20 19:12:58,2019:10:20 19:12:58,"(149094, 65536)","(0, 65536)","(0, 65536)","(149094, 65536)",2,0,0,"(216269, 65536)",65535,3264,0,1836,0,0,0,0,1836,SAMSUNG,2,SM-G531M,6,"(3931, 66827)",862,"(72, 1)","(22, 10)",b'\x01',"(72, 1)",2,390,2,0,b'0100',3264,0,G531MUBU1APC2,2019:10:20 19:12:58,"(65536, 65536)",31,226,1,b'\x08\x00\x01\x00\x07\x00\x04\x00\x00\x000100\x02\x00\x04\x00\x01\x00\x00\x00\x00 \x01\x00\x0c\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00\x10\x00\x05\x00\x01\x00\x00\x00f\x00\x00\x00@\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00P\x00\x04\x00\x01\x00\x00\x00\x01\x00\x00\x00`\x00\x07\x00\x04\x00\x00\x00none\x00\x01\x03\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2019-11-02 12:47:35.634152,https://trep.oep.org.bo/resul/imgActa/320971.jpg
