,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FlashPixVersion,FocalLength,UserComment,ColorSpace,ComponentsConfiguration,ExifImageWidth,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,ImageLength,Make,Model,Orientation,YCbCrPositioning,ExposureTime,ExifInteroperabilityOffset,XResolution,FNumber,SceneType,YResolution,ImageUniqueID,ExposureProgram,CustomRendered,ISOSpeedRatings,ResolutionUnit,ExposureMode,ImageWidth,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,Contrast,Saturation,Sharpness,ExifOffset,current_download_datetime,image_src
0,b'0220',"(432, 100)","(185, 100)",2019:10:20 18:59:48,2019:10:20 18:59:48,"(-154, 100)","(0, 10)","(185, 100)",2,1,b'0100',"(360, 100)",b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,b'\x01\x02\x03\x00',4128,0110,0110,0110,3096,3096,samsung,SM-A105M,3,1,"(1, 20)",815,"(72, 1)","(190, 100)",b'\x01\x00\x00\x00',"(72, 1)",D13LLMA00MM,2,0,500,2,0,4128,0,A105MUBU3ASG2,2019:10:20 18:59:48,"(0, 0)",27,0,0,0,0,225,2019-11-02 12:32:07.419974,https://trep.oep.org.bo/resul/imgActa/326251.jpg
