,ExifVersion,ColorSpace,ExposureMode,ExifImageHeight,DateTimeDigitized,FocalLengthIn35mmFilm,SceneCaptureType,DigitalZoomRatio,LightSource,WhiteBalance,FocalLength,ExifImageWidth,MeteringMode,Flash,ComponentsConfiguration,Make,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,DateTimeOriginal,Model,YCbCrPositioning,Orientation,ExifInteroperabilityOffset,ExposureTime,XResolution,FNumber,YResolution,ExposureProgram,ExposureBiasValue,ISOSpeedRatings,ResolutionUnit,ExifOffset,FlashPixVersion,Software,DateTime,MakerNote,current_download_datetime,image_src
0,b'0220',1,0,1200,2019:10:20 18:11:22,31,0,"(100, 100)",255,0,"(330, 100)",1600,2,1,b'\x01\x02\x03\x00',samsung,28,28,28,2019:10:20 18:11:22,SM-G532M,2,1,710,"(1, 100)","(72, 1)","(22, 10)","(72, 1)",0,"(0, 10)",100,2,202,b'0100',YouCam Perfect,2019:10:20 18:11:22,b'\x07\x00\x01\x00\x07\x00\x04\x00\x00\x000100\x02\x00\x04\x00\x01\x00\x00\x00\x00 \x01\x00\x0c\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00\x10\x00\x05\x00\x01\x00\x00\x00Z\x00\x00\x00@\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00P\x00\x04\x00\x01\x00\x00\x00\x01\x00\x00\x00\x00\x01\x03\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2019-11-02 13:40:48.930081,https://trep.oep.org.bo/resul/imgActa/335961.jpg
