,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,ColorSpace,ExifImageWidth,ExifInteroperabilityOffset,SceneCaptureType,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,ImageLength,Make,Model,SensingMethod,Orientation,YCbCrPositioning,ExposureTime,XResolution,YResolution,FNumber,SceneType,ImageUniqueID,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,ImageWidth,WhiteBalance,Software,DateTime,FocalLengthIn35mmFilm,ExifOffset,current_download_datetime,image_src
0,b'0220',b'\x01\x02\x03\x00',"(5643, 1000)",2019:10:20 18:11:45,2019:10:20 18:11:45,"(153, 100)","(73, 100)","(0, 10)","(153, 100)",2,0,"(3920, 1000)",1,4032,770,0,174070,174070,174070,3024,3024,samsung,SM-A705MN,1,6,1,"(1, 50)","(72, 1)","(72, 1)","(170, 100)",b'\x01',B32QLLA01MM B32QLLA01MM,2,"{1: 'N', 2: ((0, 1), (0, 1), (0, 10000)), 3: 'E', 4: ((0, 1), (0, 1), (0, 10000)), 5: b'\x00', 6: (0, 1000), 7: ((0, 1), (0, 1), (0, 1)), 29: '1970:01:01'}",200,2,0,b'0100',4032,0,A705MNXXU3ASG7,2019:10:20 18:11:45,26,240,2019-11-02 13:32:40.234123,https://trep.oep.org.bo/resul/imgActa/401211.jpg
