,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,LightSource,Flash,FocalLength,ColorSpace,ExifImageWidth,SceneCaptureType,ExifImageHeight,Contrast,Saturation,Sharpness,SubjectDistanceRange,ImageLength,Make,SensingMethod,Model,Orientation,ExposureTime,ExifInteroperabilityOffset,XResolution,FNumber,SceneType,YResolution,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,ImageWidth,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,ExifOffset,YCbCrPositioning,MakerNote,current_download_datetime,image_src
0,b'0220',b'\x01\x02\x03\x00',"(435411, 65536)",2019:10:20 19:32:05,2019:10:20 19:32:05,"(149094, 65536)","(196608, 65536)","(0, 65536)","(149094, 65536)",2,0,25,"(216924, 65536)",1,1600,0,1200,0,0,0,0,1200,SAMSUNG,2,SM-J110M,6,"(655, 65500)",862,"(72, 1)","(22, 10)",b'\x01',"(72, 1)",2,100,2,0,b'0100',1600,0,J110MUBU0AOK2,2019:10:20 19:32:05,"(65536, 65536)",33,226,1,b'\x08\x00\x01\x00\x07\x00\x04\x00\x00\x000100\x02\x00\x04\x00\x01\x00\x00\x00\x00 \x01\x00\x0c\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00\x10\x00\x05\x00\x01\x00\x00\x00f\x00\x00\x00@\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00P\x00\x04\x00\x01\x00\x00\x00\x01\x00\x00\x00`\x00\x07\x00\x04\x00\x00\x00none\x00\x01\x03\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2019-11-02 13:39:03.791626,https://trep.oep.org.bo/resul/imgActa/334861.jpg
