,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FlashPixVersion,FocalLength,UserComment,ColorSpace,ComponentsConfiguration,ExifImageWidth,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,ImageLength,Make,Model,Orientation,YCbCrPositioning,ExposureTime,ExifInteroperabilityOffset,XResolution,FNumber,SceneType,YResolution,ImageUniqueID,ExposureProgram,GPSInfo,CustomRendered,ISOSpeedRatings,ResolutionUnit,ExposureMode,ImageWidth,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,Contrast,Saturation,Sharpness,ExifOffset,current_download_datetime,image_src
0,b'0220',"(564, 100)","(153, 100)",2019:10:20 18:20:18,2019:10:20 18:20:18,"(104, 100)","(0, 10)","(153, 100)",2,1,b'0100',"(393, 100)",b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,b'\x01\x02\x03\x00',4032,0169,0169,0169,1860,1860,samsung,SM-A505G,6,1,"(1, 50)",827,"(72, 1)","(170, 100)",b'\x01\x00\x00\x00',"(72, 1)",H25LSLJ02AM,2,"{0: b'\x02\x02\x00\x00', 1: 'S', 2: ((17, 1), (44, 1), (5674056, 100000)), 3: 'W', 4: ((63, 1), (11, 1), (2464836, 100000)), 5: b'\x01', 6: (0, 1), 7: ((22, 1), (20, 1), (1, 1)), 27: b'ASCII\x00\x00\x00CELLID\x00', 29: '2019:10:20'}",0,160,2,0,4032,0,A505GUBU3ASH2,2019:10:20 18:20:18,"(0, 0)",26,0,0,0,0,237,2019-11-02 15:17:39.410096,https://trep.oep.org.bo/resul/imgActa/705801.jpg
