,ExifVersion,ComponentsConfiguration,ExifImageWidth,ExifImageHeight,DateTimeDigitized,ExifInteroperabilityOffset,SceneCaptureType,MeteringMode,FocalLengthIn35mmFilm,Flash,FocalLength,WhiteBalance,DateTimeOriginal,ColorSpace,Make,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,Model,Orientation,YCbCrPositioning,ShutterSpeedValue,SensingMethod,,ExposureTime,ApertureValue,XResolution,FNumber,SceneType,YResolution,BrightnessValue,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,Software,DateTime,ExifOffset,current_download_datetime,image_src
0,b'0220',b'\x01\x02\x03\x00',4000,3000,2019:10:20 19:08:08,768,0,2,24,9,"(3940, 1000)",0,2019:10:20 19:08:08,1,Xiaomi,079527,079527,079527,Redmi Note 5,1,1,"(6643, 1000)",2,"{""sensor_type"":""rear"",""mirror"":false}","(1, 100)","(185, 100)","(72, 1)","(190, 100)",b'\x01',"(72, 1)","(47, 100)",0,"{1: 'S', 2: ((13, 1), (44, 1), (68719, 10000)), 3: 'W', 4: ((65, 1), (25, 1), (227135, 10000)), 5: b'\x00', 6: (173577, 1000), 7: ((23, 1), (8, 1), (6, 1)), 27: 'ASCII\x00\x00\x00GPS', 29: '2019:10:20'}",160,2,0,b'0100',whyred-user 8.1.0 OPM1.171019.011 V10.3.1.0.OEIMIXM release-keys,2019:10:20 19:08:08,267,2019-11-02 17:58:38.965551,https://trep.oep.org.bo/resul/imgActa/810701.jpg
