,ExifVersion,ColorSpace,ApertureValue,ExposureMode,DateTimeDigitized,ExifImageHeight,FocalLengthIn35mmFilm,SceneCaptureType,SceneType,WhiteBalance,FocalLength,ExifImageWidth,MeteringMode,Flash,ComponentsConfiguration,Make,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,DateTimeOriginal,Model,YCbCrPositioning,ShutterSpeedValue,SensingMethod,,ExifInteroperabilityOffset,ExposureTime,XResolution,FNumber,YResolution,BrightnessValue,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,FlashPixVersion,DateTime,ExifOffset,current_download_datetime,image_src
0,b'0220',1,"(220, 100)",0,2019:10:20 17:50:38,3120,0,0,b'\x01',0,"(381, 100)",4160,2,9,b'\x01\x02\x03\x00',Xiaomi,041374,041374,041374,2019:10:20 17:50:38,Redmi Note 5A Prime,1,"(5644, 1000)",2,"{""sensor_type"":""rear"",""mirror"":false}",686,"(1, 50)","(72, 1)","(220, 100)","(72, 1)","(-75, 100)",0,"{29: '2019:10:20', 5: (220, 100), 7: ((21, 1), (50, 1), (37, 1))}",200,2,b'0100',2019:10:20 17:50:38,185,2019-11-02 10:15:54.547305,https://trep.oep.org.bo/resul/imgActa/203631.jpg
