,ExifVersion,ComponentsConfiguration,CompressedBitsPerPixel,DateTimeOriginal,DateTimeDigitized,ShutterSpeedValue,ApertureValue,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,LightSource,Flash,FocalLength,ColorSpace,ExifImageWidth,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,SubjectDistanceRange,ImageLength,BitsPerSample,SensingMethod,Make,FileSource,ExposureTime,ExifInteroperabilityOffset,XResolution,FNumber,SceneType,YResolution,ExposureProgram,GPSInfo,CustomRendered,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,ImageWidth,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,GainControl,Contrast,Saturation,Sharpness,Model,Orientation,ExifOffset,YCbCrPositioning,MakerNote,current_download_datetime,image_src
0,b'0210',b'\x01\x02\x03\x00',"(95, 100)",2019:10:20 19:10:28,2019:10:20 19:10:28,"(298973, 10000)","(169, 100)","(0, 1)","(0, 10)","(169, 100)",5,1,0,"(3620, 1000)",1,4160,351491,351491,351491,3120,0,3120,"(8, 8, 8)",2,HUAWEI,b'\x03',"(50000000, 1000000000)",8920,"(72, 1)","(180, 100)",b'\x01',"(72, 1)",2,"{0: b'\x02\x02\x00\x00', 1: 'S', 2: ((17, 1), (35, 1), (29548645, 1000000)), 3: 'W', 4: ((65, 1), (56, 1), (937500, 1000000)), 5: b'\x00', 6: (276600, 100), 7: ((23, 1), (10, 1), (27, 1)), 27: 'CELLID', 29: '2019:10:20'}",1,400,2,0,b'0100',4160,0,JKM-LX3 9.0.1.162(SP70C605E3R1P6),2019:10:20 19:10:28,"(100, 100)",26,0,0,0,0,0,JKM-LX3,0,274,1,b'Auto\x00',2019-11-02 12:36:18.662862,https://trep.oep.org.bo/resul/imgActa/329091.jpg
