,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MeteringMode,LightSource,Flash,FocalLength,ColorSpace,ExifImageWidth,ExifInteroperabilityOffset,SceneCaptureType,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,SubjectDistanceRange,ImageLength,BitsPerSample,SensingMethod,Make,FileSource,ExposureTime,XResolution,YCbCrPositioning,FNumber,SceneType,YResolution,ExposureProgram,CustomRendered,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,ImageWidth,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,GainControl,Contrast,Saturation,ImageDescription,Sharpness,Model,Orientation,ExifOffset,MakerNote,current_download_datetime,image_src
0,b'0210',b'\x01\x02\x03\x00',"(298973, 10000)",2019:10:20 18:03:54,2019:10:20 18:03:54,"(252, 100)","(0, 1)","(0, 10)",5,1,0,"(2400, 1000)",1,2560,8412,0,655568,655568,655568,1920,0,1920,"(8, 8, 8)",2,HUAWEI,b'\x03',"(25000000, 1000000000)","(72, 1)",1,"(240, 100)",b'\x01',"(72, 1)",2,1,250,2,0,b'0100',2560,0,AGS2-L03 8.0.0.162(C605),2019:10:20 18:03:54,"(100, 100)",28,0,0,0,nor,0,AGS2-L03,0,268,b'Auto\x00',2019-11-02 14:09:58.828618,https://trep.oep.org.bo/resul/imgActa/353921.jpg
