,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,UserComment,ColorSpace,ExifImageWidth,ExifInteroperabilityOffset,SceneCaptureType,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,Make,Model,Orientation,YCbCrPositioning,ExposureTime,XResolution,YResolution,FNumber,ImageUniqueID,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,FocalLengthIn35mmFilm,ExifOffset,MakerNote,current_download_datetime,image_src
0,b'0220',"(506, 100)","(185, 100)",2019:10:20 18:26:27,2019:10:20 18:26:27,"(236, 100)","(0, 10)","(185, 100)",3,0,"(360, 100)",b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,4128,840,0,0502,0502,0502,3096,samsung,SM-G570M,1,1,"(1, 33)","(72, 1)","(72, 1)","(19, 10)","W13LSJA00SM W13LSKD01SB
",2,"{0: b'\x02\x02\x00\x00', 1: 'S', 2: ((17, 1), (51, 1), (33, 1)), 3: 'W', 4: ((63, 1), (14, 1), (2, 1)), 5: b'\x01', 6: (0, 1), 7: ((22, 1), (26, 1), (10, 1)), 29: '2019:10:20'}",64,2,0,b'0100',0,G570MUBU1AQG1,2019:10:20 18:26:27,27,214,b'\x07\x00\x01\x00\x07\x00\x04\x00\x00\x000100\x02\x00\x04\x00\x01\x00\x00\x00\x00 \x01\x00\x0c\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00\x10\x00\x05\x00\x01\x00\x00\x00Z\x00\x00\x00@\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00P\x00\x04\x00\x01\x00\x00\x00\x01\x00\x00\x00\x00\x01\x03\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2019-11-02 16:11:09.966851,https://trep.oep.org.bo/resul/imgActa/739451.jpg
