,ExifVersion,ColorSpace,ExifImageWidth,DateTimeOriginal,DateTimeDigitized,MaxApertureValue,ExifImageHeight,MeteringMode,ExposureMode,Flash,FocalLength,WhiteBalance,FocalLengthIn35mmFilm,SceneCaptureType,ImageWidth,ImageLength,Make,Model,Orientation,YCbCrPositioning,ExposureTime,XResolution,YResolution,FNumber,ImageUniqueID,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExifOffset,Software,DateTime,MakerNote,current_download_datetime,image_src
0,b'0220',1,3264,2019:10:20 18:57:16,2019:10:20 18:57:16,"(228, 100)",1836,2,0,0,"(480, 100)",0,31,3,3264,1836,samsung,SM-G900T,1,1,"(1, 17)","(72, 1)","(72, 1)","(220, 100)","F16QLHF01SB
",2,400,2,226,G900TUVU1GQC2,2019:10:20 18:57:16,b'\x07\x00\x01\x00\x07\x00\x04\x00\x00\x000100\x02\x00\x04\x00\x01\x00\x00\x00\x00 \x01\x00\x0c\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00\x10\x00\x05\x00\x01\x00\x00\x00Z\x00\x00\x00@\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00P\x00\x04\x00\x01\x00\x00\x00\x01\x00\x00\x00\x00\x01\x03\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2019-11-02 12:55:56.028720,https://trep.oep.org.bo/resul/imgActa/325211.jpg
