,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,ColorSpace,ExifImageWidth,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,ExifImageHeight,ImageWidth,ImageLength,Make,Model,Orientation,YCbCrPositioning,ExposureTime,XResolution,YResolution,FNumber,ImageUniqueID,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExifOffset,ExposureMode,WhiteBalance,Software,DateTime,current_download_datetime,image_src
0,b'0220',"(1, 50)","(153, 100)",2019:10:20 18:39:33,2019:10:20 18:39:33,"(126, 100)","(0, 100)","(153, 100)",2,0,"(392, 100)",1,4608,"(100, 100)",26,0,3456,4608,3456,samsung,SM-A305G,1,1,"(1, 50)","(72, 1)","(72, 1)","(170, 100)",F16LLLJ00YM,2,"{1: 'S', 2: ((17, 1), (53, 1), (7659960, 1000000)), 3: 'W', 4: ((63, 1), (14, 1), (27240, 1000000))}",160,2,238,0,0,A305GUBU2ASG1,2019:10:20 18:39:33,2019-11-02 16:50:10.371676,https://trep.oep.org.bo/resul/imgActa/752611.jpg
