,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,ColorSpace,ExifImageWidth,ExifInteroperabilityOffset,SceneCaptureType,ImageWidth,ExifImageHeight,ImageLength,Make,Model,Orientation,YCbCrPositioning,XResolution,YResolution,ImageUniqueID,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,FocalLengthIn35mmFilm,ExifOffset,MakerNote,UserComment,ExposureTime,FNumber,current_download_datetime,image_src
0,b'0220',"(406, 100)","(227, 100)",2019:10:20 19:48:10,2019:10:20 19:48:10,"(-75, 100)","(0, 10)","(227, 100)",2,0,"(420, 100)",1,4128,790,0,4128,2322,2322,SAMSUNG,SM-N900,1,1,"(72, 1)","(72, 1)",C13LSHD02SA,2,400,2,0,b'0100',0,N900UBUEBOF1,2019:10:20 19:48:10,31,224,b'\x07\x00\x01\x00\x07\x00\x04\x00\x00\x000100\x02\x00\x04\x00\x01\x00\x00\x00\x00 \x01\x00\x0c\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00\x10\x00\x05\x00\x01\x00\x00\x00Z\x00\x00\x00@\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00P\x00\x04\x00\x01\x00\x00\x00\x01\x00\x00\x00\x00\x01\x03\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',b'ASCII\x00\x00\x00user comment\x00',"(1, 17)","(22, 10)",2019-11-02 14:01:25.139058,https://trep.oep.org.bo/resul/imgActa/502361.jpg
