,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,ColorSpace,ExifImageWidth,ExifInteroperabilityOffset,SceneCaptureType,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,ImageLength,Make,Model,SensingMethod,Orientation,YCbCrPositioning,ExposureTime,XResolution,YResolution,FNumber,SceneType,ImageUniqueID,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,ImageWidth,WhiteBalance,Software,DateTime,FocalLengthIn35mmFilm,ExifOffset,current_download_datetime,image_src
0,b'0220',b'\x01\x02\x03\x00',"(6643, 1000)",2019:10:20 18:04:56,2019:10:20 18:04:56,"(153, 100)","(299, 100)","(0, 10)","(153, 100)",2,0,"(3920, 1000)",1,4032,770,0,790822,790822,790822,2268,2268,samsung,SM-A705MN,1,6,1,"(1, 100)","(72, 1)","(72, 1)","(170, 100)",b'\x01',B32QLLA01MM B32QLLA01MM,2,"{1: 'N', 2: ((0, 1), (0, 1), (0, 10000)), 3: 'E', 4: ((0, 1), (0, 1), (0, 10000)), 5: b'\x00', 6: (0, 1000), 7: ((0, 1), (0, 1), (0, 1)), 29: '1970:01:01'}",100,2,0,b'0100',4032,0,A705MNXXU3ASG7,2019:10:20 18:04:56,26,240,2019-11-02 18:07:25.317299,https://trep.oep.org.bo/resul/imgActa/902111.jpg
