,ExifVersion,ComponentsConfiguration,ExifImageWidth,ExifImageHeight,DateTimeDigitized,ExifInteroperabilityOffset,SceneCaptureType,MeteringMode,FocalLengthIn35mmFilm,Flash,FocalLength,WhiteBalance,DateTimeOriginal,ColorSpace,Make,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,Model,YCbCrPositioning,ShutterSpeedValue,SensingMethod,,ExposureTime,ApertureValue,XResolution,FNumber,SceneType,YResolution,BrightnessValue,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,DateTime,ExifOffset,current_download_datetime,image_src
0,b'0220',b'\x01\x02\x03\x00',2448,3264,2019:10:20 18:22:44,675,0,2,3,16,"(302, 100)",0,2019:10:20 18:22:44,1,Xiaomi,732256,732256,732256,Redmi Go,1,"(5059, 1000)",2,"{""sensor_type"":""rear"",""mirror"":false}","(1, 33)","(200, 100)","(72, 1)","(200, 100)",b'\x01',"(72, 1)","(-25, 100)",0,"{1: 'S', 2: ((16, 1), (11, 1), (270033, 10000)), 3: 'W', 4: ((68, 1), (36, 1), (55034, 10000)), 5: (200, 100), 6: (3864878, 1000), 7: ((22, 1), (22, 1), (45, 1)), 27: 'ASCII\x00\x00\x00GPS', 29: '2019:10:20'}",513,2,0,b'0100',2019:10:20 18:22:44,174,2019-11-02 11:19:48.999379,https://trep.oep.org.bo/resul/imgActa/264451.jpg
