,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,ColorSpace,ExifImageWidth,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,ExifImageHeight,ImageWidth,ImageLength,Make,Model,Orientation,YCbCrPositioning,ExposureTime,XResolution,YResolution,FNumber,ImageUniqueID,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExifOffset,ExposureMode,WhiteBalance,Software,DateTime,current_download_datetime,image_src
0,b'0220',"(1, 33)","(185, 100)",2019:10:20 18:22:03,2019:10:20 18:22:03,"(43, 100)","(0, 100)","(185, 100)",2,0,"(360, 100)",1,4128,"(131, 100)",27,0,2322,4128,2322,samsung,SM-A205G,6,1,"(1, 33)","(72, 1)","(72, 1)","(190, 100)",I13LSLJ00QM,2,320,2,226,0,0,A205GUBU2ASG1,2019:10:20 18:22:03,2019-11-02 11:21:11.367415,https://trep.oep.org.bo/resul/imgActa/265341.jpg
