,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,ExposureBiasValue,MaxApertureValue,MeteringMode,ColorSpace,Flash,FocalLength,ExifImageWidth,ExifImageHeight,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,ImageWidth,ImageLength,Make,Model,Orientation,YCbCrPositioning,ExposureTime,XResolution,YResolution,FNumber,ImageUniqueID,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExifOffset,ExposureMode,WhiteBalance,Software,DateTime,current_download_datetime,image_src
0,b'0220',"(1, 24)","(185, 100)",2019:10:20 18:03:13,2019:10:20 18:03:13,"(0, 100)","(185, 100)",2,1,0,"(360, 100)",4128,3096,"(100, 100)",27,0,4128,3096,samsung,SM-A205G,6,1,"(1, 24)","(72, 1)","(72, 1)","(190, 100)",I13LSLJ00TM,2,400,2,226,0,0,A205GUBS3ASI4,2019:10:20 18:03:13,2019-11-02 15:38:21.198812,https://trep.oep.org.bo/resul/imgActa/613431.jpg
