,ExifVersion,ComponentsConfiguration,CompressedBitsPerPixel,DateTimeOriginal,DateTimeDigitized,ShutterSpeedValue,ApertureValue,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,LightSource,Flash,FocalLength,ColorSpace,ExifImageWidth,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,SubjectDistanceRange,ImageLength,BitsPerSample,SensingMethod,Make,FileSource,ExposureTime,ExifInteroperabilityOffset,XResolution,FNumber,SceneType,YResolution,ExposureProgram,CustomRendered,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,ImageWidth,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,GainControl,Contrast,Saturation,Sharpness,Model,Orientation,ExifOffset,YCbCrPositioning,MakerNote,current_download_datetime,image_src
0,b'0210',b'\x01\x02\x03\x00',"(95, 100)",2019:10:20 19:15:40,2019:10:20 19:15:40,"(298973, 10000)","(169, 100)","(0, 1)","(0, 10)","(169, 100)",5,1,0,"(3600, 1000)",1,3120,437682,437682,437682,4160,0,4160,"(8, 8, 8)",2,HUAWEI,b'\x03',"(80000000, 1000000000)",8904,"(72, 1)","(180, 100)",b'\x01',"(72, 1)",2,1,1250,2,0,b'0100',3120,0,JKM-LX3 9.1.0.230(C605E4R1P1),2019:10:20 19:15:40,"(100, 100)",26,0,0,0,0,0,JKM-LX3,0,258,1,b'##**nor\x00',2019-11-02 10:23:51.616153,https://trep.oep.org.bo/resul/imgActa/248291.jpg
