,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,ColorSpace,ExifImageWidth,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,ExifImageHeight,ImageWidth,ImageLength,Make,Model,Orientation,YCbCrPositioning,ExposureTime,XResolution,YResolution,FNumber,ImageUniqueID,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExifOffset,ExposureMode,WhiteBalance,Software,DateTime,current_download_datetime,image_src
0,b'0220',"(1, 50)","(185, 100)",2019:10:20 17:40:02,2019:10:20 17:40:02,"(599, 100)","(0, 100)","(185, 100)",2,0,"(360, 100)",1,4128,"(219, 100)",27,0,2322,4128,2322,samsung,SM-A205G,1,1,"(1, 50)","(72, 1)","(72, 1)","(190, 100)",I13LSLJ00QM,2,100,2,226,0,0,A205GUBU2ASG1,2019:10:20 17:40:02,2019-11-02 11:21:12.577395,https://trep.oep.org.bo/resul/imgActa/265351.jpg
