,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,ColorSpace,ExifImageWidth,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,ExifImageHeight,ImageWidth,ImageLength,Make,Model,Orientation,YCbCrPositioning,ExposureTime,XResolution,YResolution,FNumber,ImageUniqueID,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExifOffset,ExposureMode,WhiteBalance,Software,DateTime,current_download_datetime,image_src
0,b'0220',"(1, 100)","(185, 100)",2019:10:20 20:01:44,2019:10:20 20:01:44,"(569, 100)","(0, 100)","(185, 100)",2,1,"(360, 100)",1,4128,"(100, 100)",27,0,3096,4128,3096,samsung,SM-A205G,1,1,"(1, 100)","(72, 1)","(72, 1)","(190, 100)",I13LSLJ00TM,2,50,2,226,0,0,A205GUBS3ASI4,2019:10:20 20:01:44,2019-11-02 15:01:14.748587,https://trep.oep.org.bo/resul/imgActa/518491.jpg
