,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,LightSource,Flash,FocalLength,ColorSpace,ExifImageWidth,SceneCaptureType,ExifImageHeight,Contrast,Saturation,Sharpness,SubjectDistanceRange,ImageLength,Make,SensingMethod,Model,Orientation,ExposureTime,ExifInteroperabilityOffset,XResolution,FNumber,SceneType,YResolution,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,ImageWidth,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,ExifOffset,YCbCrPositioning,MakerNote,current_download_datetime,image_src
0,b'0220',b'\x01\x02\x03\x00',"(262144, 65536)",2019:10:20 18:14:38,2019:10:20 18:14:38,"(149094, 65536)","(131072, 65536)","(0, 65536)","(149094, 65536)",2,0,0,"(216924, 65536)",1,2560,0,1536,0,0,0,0,1536,SAMSUNG,2,SM-J110M,1,"(4096, 65536)",862,"(72, 1)","(22, 10)",b'\x01',"(72, 1)",2,50,2,0,b'0100',2560,0,J110MUBU0AOGC,2019:10:20 18:14:38,"(65536, 65536)",33,226,1,b'\x08\x00\x01\x00\x07\x00\x04\x00\x00\x000100\x02\x00\x04\x00\x01\x00\x00\x00\x00 \x01\x00\x0c\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00\x10\x00\x05\x00\x01\x00\x00\x00f\x00\x00\x00@\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00P\x00\x04\x00\x01\x00\x00\x00\x01\x00\x00\x00`\x00\x07\x00\x04\x00\x00\x00none\x00\x01\x03\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2019-11-02 10:23:30.612279,https://trep.oep.org.bo/resul/imgActa/248081.jpg
