,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,ExposureBiasValue,MaxApertureValue,MeteringMode,ColorSpace,Flash,FocalLength,ExifImageWidth,ExifImageHeight,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,ImageWidth,ImageLength,Make,Model,Orientation,YCbCrPositioning,ExposureTime,XResolution,YResolution,FNumber,ImageUniqueID,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExifOffset,ExposureMode,WhiteBalance,Software,DateTime,current_download_datetime,image_src
0,b'0220',"(1, 25)","(185, 100)",2019:10:20 18:28:32,2019:10:20 18:28:32,"(0, 100)","(185, 100)",2,1,0,"(360, 100)",4128,1908,"(100, 100)",27,0,4128,1908,samsung,SM-A205G,6,1,"(1, 25)","(72, 1)","(72, 1)","(190, 100)",I13LSLJ00QM,2,400,2,226,0,0,A205GUBU2ASG1,2019:10:20 18:28:32,2019-11-02 10:43:16.358357,https://trep.oep.org.bo/resul/imgActa/232121.jpg
