,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,ExposureBiasValue,MaxApertureValue,MeteringMode,ColorSpace,Flash,FocalLength,ExifImageWidth,ExifImageHeight,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,ImageWidth,ImageLength,Make,Model,Orientation,YCbCrPositioning,ExposureTime,XResolution,YResolution,FNumber,ImageUniqueID,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExifOffset,ExposureMode,WhiteBalance,Software,DateTime,current_download_datetime,image_src
0,b'0220',"(1, 25)","(190, 100)",2019:10:20 18:50:24,2019:10:20 18:50:24,"(0, 100)","(185, 100)",3,1,0,"(360, 100)",4128,2322,"(100, 100)",27,0,4128,2322,samsung,SM-A205G,1,1,"(1, 25)","(72, 1)","(72, 1)","(190, 100)",I13LSLJ00MM,2,320,2,226,0,0,A205GUBU1ASC3,2019:10:20 18:50:24,2019-11-02 13:51:42.343461,https://trep.oep.org.bo/resul/imgActa/359151.jpg
