,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,UserComment,ColorSpace,ExifImageWidth,SceneCaptureType,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,Make,Model,Orientation,YCbCrPositioning,ExposureTime,ExifInteroperabilityOffset,XResolution,FNumber,YResolution,ImageUniqueID,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,FocalLengthIn35mmFilm,ExifOffset,MakerNote,current_download_datetime,image_src
0,b'0220',b'\x01\x02\x03\x00',"(591, 100)",2019:10:20 18:09:25,2019:10:20 18:09:25,"(185, 100)","(383, 100)","(0, 10)","(185, 100)",2,0,"(360, 100)",b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,4128,0,0058,0058,0058,2006,samsung,SM-J600G,1,1,"(1, 60)",852,"(72, 1)","(19, 10)","(72, 1)","Y13LLLA00NM Y13LLLJ01NA
",2,"{0: b'\x02\x02\x00\x00', 1: 'S', 2: ((21, 1), (54, 1), (54, 1)), 3: 'W', 4: ((65, 1), (3, 1), (53, 1)), 5: b'\x00', 6: (3860, 1), 7: ((22, 1), (9, 1), (16, 1)), 29: '2019:10:20'}",40,2,0,b'0100',0,J600GUBU3ASA2,2019:10:20 18:09:25,27,214,b'\x07\x00\x01\x00\x07\x00\x04\x00\x00\x000100\x02\x00\x04\x00\x01\x00\x00\x00\x00 \x01\x00\x0c\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00\x10\x00\x05\x00\x01\x00\x00\x00Z\x00\x00\x00@\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00P\x00\x04\x00\x01\x00\x00\x00\x01\x00\x00\x00\x00\x01\x03\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2019-11-02 15:19:36.967374,https://trep.oep.org.bo/resul/imgActa/615951.jpg
