,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,UserComment,ColorSpace,ExifImageWidth,SceneCaptureType,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,Make,Model,Orientation,YCbCrPositioning,ExposureTime,ExifInteroperabilityOffset,XResolution,FNumber,SceneType,YResolution,ImageUniqueID,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,Contrast,Saturation,Sharpness,ExifOffset,MakerNote,current_download_datetime,image_src
0,b'0220',b'\x01\x02\x03\x00',"(850, 100)",2019:10:20 18:04:52,2019:10:20 18:04:52,"(153, 100)","(620, 100)","(0, 10)","(153, 100)",2,0,"(430, 100)",b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,4032,0,0768,0768,0768,1960,samsung,SM-N950F,6,1,"(1, 361)",920,"(72, 1)","(17, 10)",b'\x01\x00\x00\x00',"(72, 1)","G12LLKA02SM G12LLKL01GM
",2,"{0: b'\x02\x02\x00\x00', 1: 'S', 2: ((15, 1), (40, 1), (7, 1)), 3: 'W', 4: ((69, 1), (10, 1), (5, 1)), 5: b'\x00', 6: (3879, 1), 7: ((22, 1), (4, 1), (53, 1)), 29: '2019:10:20'}",40,2,0,b'0100',0,N950FXXS7DSI3,2019:10:20 18:04:52,"(0, 0)",26,0,0,0,214,b'\x07\x00\x01\x00\x07\x00\x04\x00\x00\x000100\x02\x00\x04\x00\x01\x00\x00\x00\x00 \x01\x00\x0c\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00\x10\x00\x05\x00\x01\x00\x00\x00Z\x00\x00\x00@\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00P\x00\x04\x00\x01\x00\x00\x00\x01\x00\x00\x00\x00\x01\x03\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2019-11-02 11:22:09.007322,https://trep.oep.org.bo/resul/imgActa/267451.jpg
