,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MeteringMode,LightSource,Flash,FocalLength,ColorSpace,ExifImageWidth,ExifInteroperabilityOffset,SceneCaptureType,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,DeviceSettingDescription,ImageDescription,Make,SensingMethod,Model,YCbCrPositioning,ExposureTime,XResolution,YResolution,FNumber,SceneType,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,DateTime,FocalLengthIn35mmFilm,ExifOffset,MakerNote,current_download_datetime,image_src
0,b'0220',b'\x01\x02\x03\x00',"(3836, 1000)",2019:10:20 19:04:32,2019:10:20 19:04:32,"(227, 100)","(300, 100)","(0, 10)",2,1,0,"(368, 100)",1,4160,923,0,150480,150480,150480,3120,b'ipp\x00',mde,HUAWEI,2,DIG-L23,1,"(1, 14)","(72, 1)","(72, 1)","(220, 100)",b'\x01',0,"{29: '2019:10:20', 5: (220, 100), 7: ((23, 1), (4, 1), (31, 1))}",801,2,0,b'0100',0,2019:10:20 19:04:32,0,198,"b""#*#*201509301026\x04\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00Auto\x00sceneMode: z\x05\x00\x00\x0e\x00!\x03\x10'\x10'\x00\x1e\x00&\x00x\x04\x00\x10'\x10'\x10'\x10'\x10'\x10'\n\x00Z\x00\xac\x03\x9e\x02\\\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00L\x88'\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00""",2019-11-02 10:45:33.664506,https://trep.oep.org.bo/resul/imgActa/233551.jpg
