,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FlashPixVersion,FocalLength,UserComment,ColorSpace,ComponentsConfiguration,Make,Model,ExifImageWidth,Orientation,YCbCrPositioning,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,XResolution,YResolution,ExposureTime,ExifInteroperabilityOffset,FNumber,ImageUniqueID,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,WhiteBalance,Software,DateTime,FocalLengthIn35mmFilm,SceneCaptureType,ExifOffset,current_download_datetime,image_src
0,b'0220',"(506, 100)","(227, 100)",2019:10:20 19:27:21,2019:10:20 19:27:21,"(132, 100)","(0, 10)","(227, 100)",2,0,b'0100',"(330, 100)",b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,b'\x01\x02\x03\x00',samsung,SM-J260M,3264,1,1,0194,0194,0194,2448,"(72, 1)","(72, 1)","(1, 33)",736,"(220, 100)","A08LLKA00TM A08LLLI01AA
",2,"{0: b'\x02\x02\x00\x00', 1: 'S', 2: ((17, 1), (57, 1), (4, 1)), 3: 'W', 4: ((67, 1), (7, 1), (0, 1)), 5: b'\x01', 6: (0, 1), 7: ((23, 1), (27, 1), (10, 1)), 29: '2019:10:20'}",200,2,0,0,J260MUBU4ASF1,2019:10:20 19:27:21,31,0,213,2019-11-02 14:25:37.559433,https://trep.oep.org.bo/resul/imgActa/402601.jpg
