,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,UserComment,ColorSpace,ExifImageWidth,Make,Model,SubsecTime,Orientation,YCbCrPositioning,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,XResolution,YResolution,ExposureTime,ExifInteroperabilityOffset,FNumber,ImageUniqueID,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,FocalLengthIn35mmFilm,SceneCaptureType,ExifOffset,MakerNote,current_download_datetime,image_src
0,b'0220',b'\x01\x02\x03\x00',"(406, 100)",2019:10:20 19:09:13,2019:10:20 19:09:13,"(185, 100)","(-129, 100)","(0, 10)","(185, 100)",2,1,"(360, 100)",b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,4128,samsung,SM-G610M,0827,6,1,0827,0827,3096,"(72, 1)","(72, 1)","(1, 100)",852,"(19, 10)","W13LSJA00SM W13LSKH01SA
",2,"{0: b'\x02\x02\x00\x00', 1: 'S', 2: ((22, 1), (3, 1), (3, 1)), 3: 'W', 4: ((63, 1), (40, 1), (53, 1)), 5: b'\x01', 6: (0, 1), 7: ((23, 1), (9, 1), (3, 1)), 29: '2019:10:20'}",64,2,0,b'0100',0,G610MUBU6CSG1,2019:10:20 19:09:13,27,0,214,b'\x07\x00\x01\x00\x07\x00\x04\x00\x00\x000100\x02\x00\x04\x00\x01\x00\x00\x00\x00 \x01\x00\x0c\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00\x10\x00\x05\x00\x01\x00\x00\x00Z\x00\x00\x00@\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00P\x00\x04\x00\x01\x00\x00\x00\x01\x00\x00\x00\x00\x01\x03\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2019-11-02 19:42:28.787796,https://trep.oep.org.bo/resul/imgActa/612251.jpg
