,ImageWidth,ImageLength,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,ColorSpace,ExifImageWidth,Make,Model,ExifImageHeight,Orientation,YCbCrPositioning,XResolution,YResolution,ExposureTime,FNumber,ImageUniqueID,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExposureMode,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,ExifOffset,current_download_datetime,image_src
0,4608,3456,b'0220',"(1, 33)","(153, 100)",2019:10:20 19:44:50,2019:10:20 19:44:50,"(15, 100)","(0, 100)","(153, 100)",2,0,"(392, 100)",1,4608,samsung,SM-A305G,3456,1,1,"(72, 1)","(72, 1)","(1, 33)","(170, 100)",F16LLLJ00CM,2,250,2,0,0,A305GUBU2ASG1,2019:10:20 19:44:50,"(100, 100)",26,0,226,2019-11-02 16:35:24.591293,https://trep.oep.org.bo/resul/imgActa/521211.jpg
