,ExifVersion,ColorSpace,ExposureMode,ExifImageHeight,DateTimeDigitized,FocalLengthIn35mmFilm,SceneCaptureType,DigitalZoomRatio,LightSource,WhiteBalance,FocalLength,ExifImageWidth,MeteringMode,Flash,ComponentsConfiguration,Make,Model,SubsecTime,Orientation,YCbCrPositioning,SubsecTimeOriginal,SubsecTimeDigitized,DateTimeOriginal,XResolution,YResolution,ExifInteroperabilityOffset,ExposureTime,FNumber,ExposureProgram,ExposureBiasValue,ISOSpeedRatings,ResolutionUnit,FlashPixVersion,Software,DateTime,ExifOffset,MakerNote,current_download_datetime,image_src
0,b'0220',1,0,1200,2019:10:20 18:11:22,31,0,"(100, 100)",255,0,"(330, 100)",1600,2,1,b'\x01\x02\x03\x00',samsung,SM-G532M,28,1,2,28,28,2019:10:20 18:11:22,"(72, 1)","(72, 1)",710,"(1, 100)","(22, 10)",0,"(0, 10)",100,2,b'0100',YouCam Perfect,2019:10:20 18:11:22,202,b'\x07\x00\x01\x00\x07\x00\x04\x00\x00\x000100\x02\x00\x04\x00\x01\x00\x00\x00\x00 \x01\x00\x0c\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00\x10\x00\x05\x00\x01\x00\x00\x00Z\x00\x00\x00@\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00P\x00\x04\x00\x01\x00\x00\x00\x01\x00\x00\x00\x00\x01\x03\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2019-11-02 14:45:42.159105,https://trep.oep.org.bo/resul/imgActa/335961.jpg
