,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,UserComment,ColorSpace,ExifImageWidth,ExifInteroperabilityOffset,Make,Model,SubsecTime,Orientation,YCbCrPositioning,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,XResolution,YResolution,ExposureTime,FNumber,ImageUniqueID,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,FocalLengthIn35mmFilm,SceneCaptureType,ExifOffset,MakerNote,current_download_datetime,image_src
0,b'0220',"(822, 100)","(185, 100)",2019:10:20 17:38:06,2019:10:20 17:38:06,"(632, 100)","(0, 10)","(185, 100)",2,0,"(370, 100)",b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,4128,842,samsung,SM-J710MN,0653,6,1,0653,0653,3096,"(72, 1)","(72, 1)","(1, 299)","(19, 10)","V13LLIA02AM V13LLJC06SB
",2,"{0: b'\x02\x02\x00\x00', 1: 'S', 2: ((10, 1), (57, 1), (7, 1)), 3: 'W', 4: ((66, 1), (49, 1), (48, 1)), 5: b'\x01', 6: (0, 1), 7: ((21, 1), (35, 1), (22, 1)), 29: '2019:10:20'}",40,2,0,b'0100',0,J710MNUBU3AQD2,2019:10:20 17:38:06,28,0,216,b'\x07\x00\x01\x00\x07\x00\x04\x00\x00\x000100\x02\x00\x04\x00\x01\x00\x00\x00\x00 \x01\x00\x0c\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00\x10\x00\x05\x00\x01\x00\x00\x00Z\x00\x00\x00@\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00P\x00\x04\x00\x01\x00\x00\x00\x01\x00\x00\x00\x00\x01\x03\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2019-11-03 02:47:23.620672,https://trep.oep.org.bo/resul/imgActa/903601.jpg
