,ImageWidth,ImageLength,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,ExposureBiasValue,MaxApertureValue,MeteringMode,ColorSpace,Flash,FocalLength,ExifImageWidth,FocalLengthIn35mmFilm,Make,Model,ExifImageHeight,Orientation,YCbCrPositioning,XResolution,YResolution,ExposureTime,FNumber,ImageUniqueID,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExposureMode,WhiteBalance,Software,DateTime,DigitalZoomRatio,SceneCaptureType,ExifOffset,current_download_datetime,image_src
0,4128,3096,b'0220',"(1, 24)","(185, 100)",2019:10:20 18:03:13,2019:10:20 18:03:13,"(0, 100)","(185, 100)",2,1,0,"(360, 100)",4128,27,samsung,SM-A205G,3096,6,1,"(72, 1)","(72, 1)","(1, 24)","(190, 100)",I13LSLJ00TM,2,400,2,0,0,A205GUBS3ASI4,2019:10:20 18:03:13,"(100, 100)",0,226,2019-11-02 19:50:50.420435,https://trep.oep.org.bo/resul/imgActa/613431.jpg
