,ImageWidth,ImageLength,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,ExposureBiasValue,MaxApertureValue,MeteringMode,ColorSpace,Flash,FocalLength,ExifImageWidth,FocalLengthIn35mmFilm,Make,Model,ExifImageHeight,Orientation,YCbCrPositioning,XResolution,YResolution,ExposureTime,FNumber,ImageUniqueID,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExposureMode,WhiteBalance,Software,DateTime,DigitalZoomRatio,SceneCaptureType,ExifOffset,current_download_datetime,image_src
0,4032,3024,b'0220',"(1, 25)","(153, 100)",2019:10:20 18:37:03,2019:10:20 18:37:03,"(0, 100)","(153, 100)",2,1,0,"(393, 100)",4032,26,samsung,SM-A505G,3024,6,1,"(72, 1)","(72, 1)","(1, 25)","(170, 100)",H25LSLJ02AM,2,250,2,0,0,A505GUBU3ASH2,2019:10:20 18:37:03,"(100, 100)",0,226,2019-11-02 04:58:13.604656,https://trep.oep.org.bo/resul/imgActa/110541.jpg
