,ExifVersion,ColorSpace,ApertureValue,WhiteBalance,DateTimeDigitized,ExifImageWidth,ShutterSpeedValue,MeteringMode,DateTimeOriginal,UserComment,FocalLength,ExifImageHeight,Flash,ExifInteroperabilityOffset,ComponentsConfiguration,Make,Model,SubsecTime,Orientation,YCbCrPositioning,SubsecTimeOriginal,SubsecTimeDigitized,XResolution,YResolution,ExposureTime,FNumber,GPSInfo,ExposureBiasValue,ISOSpeedRatings,ResolutionUnit,FlashPixVersion,DateTime,ExifOffset,MakerNote,current_download_datetime,image_src
0,b'0220',1,"(240, 100)",0,2019:10:20 19:21:30,3120,"(3573, 1000)",3,2019:10:20 19:21:30,b'1 919b 02e02d0af26002981f21040c30219108ed20510fbc1f110fc11dd10d7b1f9108fc1ff10ea02051147a1ff112501ff11250\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',"(3970, 1000)",3120,0,1122,b'\x01\x02\x03\x00',LG Electronics,LG-H635,935434,3,1,935434,935434,"(72, 1)","(72, 1)","(1, 12)","(240, 100)","{5: b'\x00', 6: (0, 1000)}","(0, 1)",1400,2,b'0100',2019:10:20 19:21:30,193,b'\x1fP\x00\x00\x11u\x00\x00\x00\x11\x00\x00\x01\xff',2019-11-02 16:06:53.510198,https://trep.oep.org.bo/resul/imgActa/353081.jpg
