,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,UserComment,ColorSpace,ExifImageWidth,ExifInteroperabilityOffset,Make,Model,SubsecTime,Orientation,YCbCrPositioning,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,XResolution,YResolution,ExposureTime,FNumber,ImageUniqueID,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,FocalLengthIn35mmFilm,SceneCaptureType,ExifOffset,MakerNote,current_download_datetime,image_src
0,b'0220',"(491, 100)","(185, 100)",2019:10:20 18:29:28,2019:10:20 18:29:28,"(101, 100)","(0, 10)","(185, 100)",2,1,"(370, 100)",b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,3264,830,samsung,SM-J710MN,0301,1,1,0301,0301,1836,"(72, 1)","(72, 1)","(1, 120)","(19, 10)","V13LLIA02VM V13LLJC06SB
",2,40,2,0,b'0100',0,J710MNUBU3AQD2,2019:10:20 18:29:28,28,0,204,b'\x07\x00\x01\x00\x07\x00\x04\x00\x00\x000100\x02\x00\x04\x00\x01\x00\x00\x00\x00 \x01\x00\x0c\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00\x10\x00\x05\x00\x01\x00\x00\x00Z\x00\x00\x00@\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00P\x00\x04\x00\x01\x00\x00\x00\x01\x00\x00\x00\x00\x01\x03\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2019-11-02 23:23:00.356254,https://trep.oep.org.bo/resul/imgActa/753781.jpg
