,ImageWidth,ImageLength,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,ColorSpace,ExifImageWidth,Make,Model,ExifImageHeight,Orientation,YCbCrPositioning,XResolution,YResolution,ExposureTime,FNumber,ImageUniqueID,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExposureMode,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,ExifOffset,current_download_datetime,image_src
0,4128,2322,b'0220',"(1, 50)","(185, 100)",2019:10:20 17:40:02,2019:10:20 17:40:02,"(599, 100)","(0, 100)","(185, 100)",2,0,"(360, 100)",1,4128,samsung,SM-A205G,2322,1,1,"(72, 1)","(72, 1)","(1, 50)","(190, 100)",I13LSLJ00QM,2,100,2,0,0,A205GUBU2ASG1,2019:10:20 17:40:02,"(219, 100)",27,0,226,2019-11-02 09:24:03.723070,https://trep.oep.org.bo/resul/imgActa/265351.jpg
