,ImageWidth,ImageLength,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,UserComment,Make,Model,ExifImageWidth,Orientation,YCbCrPositioning,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,XResolution,YResolution,ExposureTime,ExifInteroperabilityOffset,FNumber,SceneType,ImageUniqueID,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,ColorSpace,Contrast,Saturation,Sharpness,ExifOffset,MakerNote,current_download_datetime,image_src
0,4128,3096,b'0220',b'\x01\x02\x03\x00',"(506, 100)",2019:10:20 19:28:28,2019:10:20 19:28:28,"(185, 100)","(88, 100)","(0, 10)","(185, 100)",3,1,"(370, 100)",b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',samsung,SM-J701M,4128,1,1,0078,0078,0078,3096,"(72, 1)","(72, 1)","(1, 100)",944,"(19, 10)",b'\x01\x00\x00\x00',"T13LLIA00SM T13LLKG01SD
",2,"{0: b'\x02\x02\x00\x00', 1: 'S', 2: ((17, 1), (23, 1), (9, 1)), 3: 'W', 4: ((66, 1), (6, 1), (37, 1)), 5: b'\x00', 6: (2693, 1), 7: ((23, 1), (28, 1), (26, 1)), 29: '2019:10:20'}",40,2,0,b'0100',0,J701MUBS7CSG2,2019:10:20 19:28:28,"(0, 0)",28,0,1,0,0,0,238,b'\x07\x00\x01\x00\x07\x00\x04\x00\x00\x000100\x02\x00\x04\x00\x01\x00\x00\x00\x00 \x01\x00\x0c\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00\x10\x00\x05\x00\x01\x00\x00\x00Z\x00\x00\x00@\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00P\x00\x04\x00\x01\x00\x00\x00\x01\x00\x00\x00\x00\x01\x03\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2019-11-02 13:16:10.256268,https://trep.oep.org.bo/resul/imgActa/344691.jpg
