,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MeteringMode,LightSource,Flash,FocalLength,ColorSpace,ExifImageWidth,ExifInteroperabilityOffset,Make,Model,SubsecTime,SubsecTimeOriginal,YCbCrPositioning,SubsecTimeDigitized,ExifImageHeight,SensingMethod,XResolution,YResolution,ExposureTime,FNumber,SceneType,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,FocalLengthIn35mmFilm,SceneCaptureType,ExifOffset,MakerNote,current_download_datetime,image_src
0,b'0220',b'\x01\x02\x03\x00',"(3906, 1000)",2019:10:20 18:30:34,2019:10:20 18:30:34,"(227, 100)","(0, 100)","(0, 10)",2,1,24,"(3460, 1000)",1,4160,745,HUAWEI,ATU-LX3,074375,074375,1,074375,3120,0,"(72, 1)","(72, 1)","(66667700, 1000000000)","(220, 100)",b'\x00',0,"{5: (0, 100)}",1098,2,0,b'0100',0,ATU-LX3-user 8.0.0 HUAWEIATU-LX3 164(C605) release-keys,2019:10:20 18:30:34,26,0,242,AF_C,2019-11-03 02:00:35.487420,https://trep.oep.org.bo/resul/imgActa/811611.jpg
