,ImageWidth,ImageLength,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,UserComment,ColorSpace,Make,Model,ComponentsConfiguration,Orientation,YCbCrPositioning,ExifImageWidth,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,XResolution,YResolution,ExposureTime,ExifInteroperabilityOffset,FNumber,SceneType,ImageUniqueID,ExposureProgram,CustomRendered,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,Contrast,Saturation,Sharpness,ExifOffset,current_download_datetime,image_src
0,4128,3096,b'0220',"(464, 100)","(185, 100)",2019:10:20 18:47:17,2019:10:20 18:47:17,"(-82, 100)","(0, 10)","(172, 100)",3,1,"(360, 100)",b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,samsung,SM-A205G,b'\x01\x02\x03\x00',3,1,4128,0670,0670,0670,3096,"(72, 1)","(72, 1)","(1, 25)",815,"(190, 100)",b'\x01\x00\x00\x00',I13LSLJ00MM,2,0,400,2,0,b'0100',0,A205GUBS3ASI4,2019:10:20 18:47:17,"(0, 0)",27,0,0,0,0,225,2019-11-02 10:44:59.985684,https://trep.oep.org.bo/resul/imgActa/313271.jpg
