,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MeteringMode,LightSource,Flash,FocalLength,ColorSpace,ExifImageWidth,ExifInteroperabilityOffset,Make,Model,SubsecTime,SubsecTimeOriginal,YCbCrPositioning,SubsecTimeDigitized,ExifImageHeight,SensingMethod,XResolution,YResolution,ExposureTime,FNumber,SceneType,ExposureProgram,GPSInfo,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,FocalLengthIn35mmFilm,SceneCaptureType,ExifOffset,MakerNote,current_download_datetime,image_src
0,b'0220',b'\x01\x02\x03\x00',"(4322, 1000)",2019:10:20 18:58:50,2019:10:20 18:58:50,"(227, 100)","(0, 100)","(0, 10)",2,1,24,"(3462, 1000)",1,3120,745,HUAWEI,ATU-LX3,649039,649039,1,649039,4160,0,"(72, 1)","(72, 1)","(49995535, 1000000000)","(220, 100)",b'\x00',0,"{5: (0, 100)}",835,2,0,b'0100',0,ATU-LX3-user 8.0.0 HUAWEIATU-LX3 150(C605) release-keys,2019:10:20 18:58:50,26,0,242,AF_C,2019-11-02 10:17:58.875814,https://trep.oep.org.bo/resul/imgActa/254321.jpg
