,ImageWidth,ImageLength,BitsPerSample,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,DeviceSettingDescription,MeteringMode,LightSource,Flash,Make,Model,FocalLength,Orientation,YCbCrPositioning,ExifImageWidth,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,SensingMethod,XResolution,YResolution,FileSource,ExposureTime,ExifInteroperabilityOffset,FNumber,SceneType,ExposureProgram,CustomRendered,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,UserComment,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,GainControl,ColorSpace,Contrast,Saturation,Sharpness,SubjectDistanceRange,ExifOffset,MakerNote,current_download_datetime,image_src
0,3104,3104,"(8, 8, 8)",b'0210',b'\x01\x02\x03\x00',"(50443, 10000)",2019:10:20 18:31:59,2019:10:20 18:31:59,"(200, 100)","(0, 1)","(0, 1000000)",b'ipp\x00',1,1,24,HUAWEI,CAM-L23,"(3790, 1000)",1,1,3104,841818,841818,841818,3104,2,"(72, 1)","(72, 1)",b'\x03',"(1, 33)",946,"(200, 100)",b'\x01',2,1,510,2,0,b'0100',0,CAM-L23C605B144,2019:10:20 18:31:59,b'ASCII\x00\x00\x00Hisilicon Balong\x00',"(100, 100)",27,0,0,1,0,0,0,0,256,"b'M[4] [f8,1] [c0,e4]\x00'",2019-11-02 08:53:34.522272,https://trep.oep.org.bo/resul/imgActa/262211.jpg
