,ImageWidth,ImageLength,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,LightSource,Flash,FocalLength,Make,Model,ExifImageWidth,Orientation,YCbCrPositioning,ExifImageHeight,SubjectDistanceRange,SensingMethod,XResolution,YResolution,ExposureTime,ExifInteroperabilityOffset,FNumber,SceneType,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,ColorSpace,Contrast,Saturation,Sharpness,ExifOffset,MakerNote,current_download_datetime,image_src
0,3264,1836,b'0220',b'\x01\x02\x03\x00',"(267875, 65536)",2019:10:20 19:05:35,2019:10:20 19:05:35,"(149094, 65536)","(0, 65536)","(0, 65536)","(149094, 65536)",2,0,0,"(216269, 65536)",SAMSUNG,SM-G531M,3264,6,1,1836,0,2,"(72, 1)","(72, 1)","(3931, 66827)",862,"(22, 10)",b'\x01',2,180,2,0,b'0100',0,G531MUBU1AOI5,2019:10:20 19:05:35,"(65536, 65536)",31,0,65535,0,0,0,226,b'\x08\x00\x01\x00\x07\x00\x04\x00\x00\x000100\x02\x00\x04\x00\x01\x00\x00\x00\x00 \x01\x00\x0c\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00\x10\x00\x05\x00\x01\x00\x00\x00f\x00\x00\x00@\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00P\x00\x04\x00\x01\x00\x00\x00\x01\x00\x00\x00`\x00\x07\x00\x04\x00\x00\x00none\x00\x01\x03\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2019-11-02 16:13:35.295424,https://trep.oep.org.bo/resul/imgActa/354891.jpg
