,ImageWidth,ImageLength,ExifVersion,ShutterSpeedValue,ApertureValue,DateTimeOriginal,DateTimeDigitized,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,Flash,FocalLength,UserComment,ColorSpace,Make,Model,ComponentsConfiguration,Orientation,YCbCrPositioning,ExifImageWidth,SubsecTime,SubsecTimeOriginal,SubsecTimeDigitized,ExifImageHeight,XResolution,YResolution,ExposureTime,ExifInteroperabilityOffset,FNumber,SceneType,ImageUniqueID,ExposureProgram,GPSInfo,CustomRendered,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,Contrast,Saturation,Sharpness,ExifOffset,current_download_datetime,image_src
0,4128,3096,b'0220',"(564, 100)","(185, 100)",2019:10:20 18:18:23,2019:10:20 18:18:23,"(201, 100)","(0, 10)","(185, 100)",2,0,"(360, 100)",b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,samsung,SM-A105M,b'\x01\x02\x03\x00',1,1,4128,0808,0808,0808,3096,"(72, 1)","(72, 1)","(1, 50)",827,"(190, 100)",b'\x01\x00\x00\x00',D13LLMA00HM,2,"{0: b'\x02\x02\x00\x00', 1: 'S', 2: ((13, 1), (15, 1), (4804231, 100000)), 3: 'W', 4: ((64, 1), (37, 1), (1128617, 100000)), 5: b'\x00', 6: (161, 1), 7: ((22, 1), (18, 1), (26, 1)), 27: b'ASCII\x00\x00\x00GPS\x00', 29: '2019:10:20'}",0,125,2,0,b'0100',0,A105MUBU3ASG2,2019:10:20 18:18:23,"(0, 0)",27,0,0,0,0,237,2019-11-03 02:02:46.809967,https://trep.oep.org.bo/resul/imgActa/812361.jpg
