,ImageWidth,ImageLength,ExifVersion,ComponentsConfiguration,ShutterSpeedValue,DateTimeOriginal,DateTimeDigitized,ApertureValue,BrightnessValue,ExposureBiasValue,MaxApertureValue,MeteringMode,LightSource,Flash,FocalLength,Make,Model,ExifImageWidth,Orientation,YCbCrPositioning,ExifImageHeight,SubjectDistanceRange,SensingMethod,XResolution,YResolution,ExposureTime,ExifInteroperabilityOffset,FNumber,SceneType,ExposureProgram,ISOSpeedRatings,ResolutionUnit,ExposureMode,FlashPixVersion,WhiteBalance,Software,DateTime,DigitalZoomRatio,FocalLengthIn35mmFilm,SceneCaptureType,ColorSpace,Contrast,Saturation,Sharpness,ExifOffset,MakerNote,current_download_datetime,image_src
0,2560,1536,b'0220',b'\x01\x02\x03\x00',"(262144, 65536)",2019:10:20 18:14:38,2019:10:20 18:14:38,"(149094, 65536)","(131072, 65536)","(0, 65536)","(149094, 65536)",2,0,0,"(216924, 65536)",SAMSUNG,SM-J110M,2560,1,1,1536,0,2,"(72, 1)","(72, 1)","(4096, 65536)",862,"(22, 10)",b'\x01',2,50,2,0,b'0100',0,J110MUBU0AOGC,2019:10:20 18:14:38,"(65536, 65536)",33,0,1,0,0,0,226,b'\x08\x00\x01\x00\x07\x00\x04\x00\x00\x000100\x02\x00\x04\x00\x01\x00\x00\x00\x00 \x01\x00\x0c\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00\x10\x00\x05\x00\x01\x00\x00\x00f\x00\x00\x00@\x00\x04\x00\x01\x00\x00\x00\x00\x00\x00\x00P\x00\x04\x00\x01\x00\x00\x00\x01\x00\x00\x00`\x00\x07\x00\x04\x00\x00\x00none\x00\x01\x03\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',2019-11-02 06:59:25.264087,https://trep.oep.org.bo/resul/imgActa/248081.jpg
